,yorum,duygu
302,reklamın iyisi kötüsü olur arkadas!!asla turkcell almam alanada mani olurum!!! ceo'n ömrü boyunca rüyasında ahmedim nerdesin görsün insallah,olumsuz
303,Allah belanı versin Turkcell başka bişey demiyorum,olumsuz
304,Hülya Koçyiğit'li Turkcell reklamı ne sinir bozucu yahu! Ahmedim nerdesin? Ahmedim nerdesin? Ahmedim nerdesin? Cehennemin dibinde Ahmedin,olumsuz
305,Çaycısından kurucusuna kadar sövdüğüm Turkcell senin ben taaa,olumsuz
306,"gerizekalı, öküz, salak, adi turkcell sınırsız paket diyosun 2 günde paramı bitirdin dava edicem süründürücem",olumsuz
307,"Internetim yok, Turkcell Istinye gibi bir yerde cekmiyor. Su an bu tweeti atabilmem bile mucize",olumsuz
308,Turkcell e ettiğim küfürü kimseye etmedim,olumsuz
309,Vodafone > Turkcell bunu anlamak cok zor olmadi lanet olsun Turkcell,olumsuz
310,Turkcell yedi bitirdi beni her ay 220-250 tl arası fatura ödemekten yoruldum,olumsuz
311,turkcell reklamında adamın beş kuruş parası yok ama tablet alıyor nasıl bir saçmalık amk,olumsuz
312,Turkcell soydun yine beni !!! Her ay olmaz böyle,olumsuz
313,"Turkcell sana kufur etmeye nerden baslasam bıl,yorum ama senn gelmısını gecmısını gelecegını ve dıgerlerını anladın sen",olumsuz
314,Çift taşıyıcısı olmasa bu rezil 3g (genelde 2g) daha da rezil olacaktı herhalde sayın Turkcell,olumsuz
315,"Keremcemli albeni reklamı, mustafa sandallı turkcell reklamından daha da itici",olumsuz
316,Hayatımda en fazla küfür ettiğim turkcell operatörüdür güleryüzlü hırsızlığın simgesi olduğunuz için allah bin belanızı versin şerefsizler,olumsuz
317,Turkcell beni yine ayar etti ya,olumsuz
318,turkcell sana nasil sovdum belli degil.,olumsuz
319,Hayatımda duyduğum en saçma cümle ''Turkcell Beni Sesimden Tanır'',olumsuz
320,"turkcell sen ne berbat bi müşteri hizmetine sahipmişsin.senın ne lanet bi teknolojin varmış.bi sorunu 24 saatte çözemedin, reklamlar çöpe",olumsuz
321,Turkcell iphone5 reklami ne kadar sacma,olumsuz
322,Turkcell bugün sana ettiğim kadar kimseye küfür etmedim,olumsuz
323,Turkcell style reklamını izledikten sonra Turkcell'li olmaktan utandım,olumsuz
324,Allahın cezası turkcell yine sms paketimi yeniledi yeter lan isteemiiiyoorum,olumsuz
325,turkcell yeni yıla sevdiklerimizle konuşarak girmek istedik ancak turkcellhizmet sağolsun çekim kalitesi müsade etmedi !!!!!!!!,olumsuz
326,turkcell superonline a da turkcell yüzünden sıcak bakmıyorum.herşeye para ve kampanyaları çok pahalı geliyor diğer firmalara göre..,olumsuz
327,turkcell'e ödediğim faturalarla kendime iphone+ipad almıştım. kalp hastası ettiniz beni,olumsuz
328,zamanlaman süper turkcell !!,olumsuz
329,"ilk defa lanet okuyorum, hayatı paylaştıkça maffeden turkcell'e...",olumsuz
330,"turkcell 507 122 78 30 numaralı telefonumu bilgim ve imzam dışında, sahte evraklarla turkcell'e taşıdınız. savcılığa başvuracağım!!!",olumsuz
331,"turkcell lan 10 yıldır turkcelliz bize 1 mb bile vermediniz, ayıp.",olumsuz
332,4 gb internet 6 gunde nasil biter bana hesap ver. biz bunu eskiden 1 ay evdeki pc de kullanirdik el insaf turkcell,olumsuz
333,turkcell eski abonelere birşey yok yada başka kampanya falan hepsi pahali memur hattı sanki,olumsuz
334,turkcellhizmet nereye nasıl yapacağım dalga mi geçiyorsun turkcell,olumsuz
335,internet paketlerin neden bu kadar pahalı lan ? diğer operatörlerden daha azmı kazanıyorsunuz anlamıyoruz ki ? turkcellhizmet turkcell,olumsuz
336,turkcell dolandiricilar sakin gecmeyin,olumsuz
337,"allah belanızı versin, beynim yandı. turkcell",olumsuz
338,yanlış gsm yüklemesi yaptım. email attım ama hala geri dönüş yok! turkcell,olumsuz
339,sizi tercih ettiğim güne ikici kez lanet ettim turkcell,olumsuz
340,turkcell gitme kal tarifesi çıkarın bence; gelene 4 gb verince. gidip gelmek mi lazım,olumsuz
341,turkcell yau turkcell 3g reklami yapiyorsun ama ocak 15'te 4g sozun vardi. canlar caliyor dikkat et...,olumsuz
342,"turkcell 3g bile net çekmiyor bir de atıp tutmuyorlar mı 4g olacak süper hiper hızlı, siz 3g hizmeti verinde 4g eksik kalsın",olumsuz
343,turkcell wifi sapıttı,olumsuz
344,fatura mı ödedim yoksa turkcell'den hisse mi aldım anlamadım.,olumsuz
345,turkcell in sınırsız internet verip hızını sıfıra duşürdüğü uygulamayı lânetle kınıyorum turkcellhizmet müşterileri madur eden turkcel,olumsuz
346,sevgili turkcellhizmet turkcell imessage ve whatsapp bu kadar yayilmisken 1000sms lik paketle neyi amaçlıyorsun merak ediyorum,olumsuz
347,"turkcell şu an hereke deyim,size bir tweet atmak minimum 60 sn",olumsuz
348,turkcell millete kampanya sunacağına önce gönderdiğin faturalara bak. ulan 370 lira faturamı olur lan hiç mi allahtan korkmadınız vicdansız,olumsuz
349,turkcell hani heryerden çekiyordun...,olumsuz
350,ttnetdestek internet kesiliyor sürekli. arıza için aradım kaydı sistemde güncelleme var diye açılamadı. ttnetas iyi ki varsın turkcell,olumsuz
351,90 lira fatura ödedim ya lanet olsun turkcell,olumsuz
352,internet daha yavaş olsun ama tamam mı turkcell,olumsuz
353,bugün de tarabyadayim ve 3g yine yok :) turkcell hala tüm türkiye'yi kapsıyor ama hala sehrin göbeginde yok!,olumsuz
354,çekmeyen turkcell mi olur lan yapamamislar bunu,olumsuz
355,"5-11 yaş grubu ejderhalı bir oyun oynuyorum, onu bile telefonumdan açamıyorum çünkü internet yavaş be turkcell...",olumsuz
356,efenim kıbrıs'ta turkcell kullanıyoruz paket aşımında az az değil çok çok kitliyorsunuz yaptığınız terbiyesizlik ona göre! turkcell,olumsuz
357,turkcellhizmet maalesef ne turkcell uygulamayı kullanabiliyorum ne de yönlendirdiğiniz siteye girebiliyorum.internetim var ama giremiyorum,olumsuz
358,turkcell geceleri bu saatlerde çalışma mı yapıyorsunuz internet hızı çok kötü ve m.hizmetlerine bağlanamiyorum numaramı kabul etmiyor!,olumsuz
359,dağlarda denizlerde çeken turkcell neden istanbulum göbeğinde odamda çekmiyor?!,olumsuz
360,"nasıl bitti, ne demek bitmiştir? allahınız yok mu ulan? :( turkcell",olumsuz
361,turkcell istanbul un göbeğinde internetin çekmemesi evin içinde telefonun çekmemesi varken %99 kapsama alanı yalanina son verin ayıp.,olumsuz
362,"yeni müşterilerine uygun fiyatta paketler verip,eski müşterilerini kazıklayan operatöre turkcell denir.",olumsuz
363,bu turkcell hani her yerde çekiyordu bilader,olumsuz
364,internet paketim yaklaşık 5 saattir kapalı wifiyle bağlıyım ama 15 dk önce internet paketm bitmiş turkcell boşuna msj atma kazıkla geç,olumsuz
365,turkcell senden nefret ediyorum,olumsuz
366,sakaryanin gozunu seveyim ya istanbul demissiniz ama turkcell net bile cekmiyo,olumsuz
367,şu lanet olası turkcel gece gece nasılda sinirlerimi zıplatıyr insanlrı nasılda aptal yerine koyuyrsunuz kelime oyunu yap kazıkla turkcell,olumsuz
368,turkcell hayatım boyunca boyle berbat bır operator görmedım. hattımı ıptal edın dıyorum etmıyorlar edınnnnnnnnnnn,olumsuz
369,bimcell internetinin turkcell den hızlı olduğu gerçeği,olumsuz
370,youtube daki turkcell reklamaları baymaya başladı yeter!!!!!!!!!!!!!!!!!!!!,olumsuz
371,"bu turkcell bir sürü reklam yapıyo internet süper, yok amerikayı gectik falan... ben yanlış turkcelle geldim heralde",olumsuz
372,turkcell aboneliğini iptal ettirecek yok mu benden başka?,olumsuz
373,turkcell turkcellhizmet her ay hat açma bahanesiyle 3tl milletten almak nedir? hangi sözleşmede yazıyor illa dava açıp medyayamı verelim,olumsuz
374,hakaret etmekten yoruldum artık size turkcell,olumsuz
375,turkcellhizmet telefonla arayıp kredi kartı ile yükleme yaparken ondan bile para isteyen paragöz turkcell rezillsiniz,olumsuz
376,""" vodafone ın, turkcell out!..yamyam şebekeden kurtuldum..""",olumsuz
377,turkcell reklamı çok saçma bizim kadar güzel çiğköfte yapabilirsiniz ama bizim internetimiz gibi falan filan,olumsuz
378,hayat paylaşınca güzel sloganı olan turkcell'in kym'nin sms hattını ısrarla aktif etmemesi ne yaman bir çelişkidir böyle? turkcell,olumsuz
379,turkcell şu reklamlarına verdiğin önem kadar keşke gerçektede internet kapsama alanın iyi olsaydı kullanmasam inanıcam iğrenç,olumsuz
380,bu kadar yavaş internet için çok uğraşıyomusunuz bir an önce turkcell den kurtulcam internetinizin kalitesizliği yüzünden turkcellhizmet,olumsuz
381,"turkcell 'in bu sacmaligi da nedir boyle turkiye 3g'sini, ingiletere 4g'siyle kiyaslamislar bir de ondeyiz diyorlar. bu neyin kafasi!",olumsuz
382,son reklamı yüzünden hem çiğköfteden hem de turkcell den soğudum,olumsuz
383,milletin 4g siyle kendinin 3g sini karşılaştıran turkcell kafası,olumsuz
384,"turkcell hani siz en hizliydiniz 2 ay oldu tırtcele geceli daha bir vidyonun 20. saniyesini goremedim, reklamlariniz yalan dolan.",olumsuz
385,turkcell vınnn en büyük pişmanlığımdır...,olumsuz
386,turkiye internetiyle almanyanin ve ingilterenin önünde. nerde boş iş orada 1.cilil bizde turkcell,olumsuz
387,bestebaskurt turkcell den hiç memnun değilim,olumsuz
388,geçen ay 290.. aralık ayı 250 !!! hayırdır milletin faturayı da bana mı kesiyorsunuz acaba ! turkcell,olumsuz
389,ya delirtti turkcell bi de platinum diye onca para alıyosunuz hizmet sıfır y,olumsuz
390,her ay 200 tlyi geçik fatura çıkarmayı biliyosunuz ama şu an işim acil ve nasıl hizmet veremiyosunuz turkcell,olumsuz
391,son 8 yıllık mobil operatör tercih sıralamam avea > vodafone > turkcell sim kartımı şimdi takıyorum umarım turkcell ile bir sorun yaşamam.,olumsuz
392,turkcell hala fatura detayımı göremiyorum hergece iyileştirme çalısması yapılmaz ve bulunduğum yerde internet cooookkk yavaş,olumsuz
393,benim 59tlye aldığım paketin aynısını yeni gelen insana 39tlye veriyorsunuz ve sonra müşteri memnuniyeti diye hikaye okuyorsunuz. turkcell,olumsuz
394,turkcell sistemsel bir problem olduğu söylendi.sizin gibi bir şirket bu problemi nasıl çözemez ? amerika'nın önündeyiz dimi ?,olumsuz
395,"yaklaşık 1 haftadır lüleburgaz bölgesindeki bütün turkcell saat 23:30-01:30 arası çekmiyor.müşteri hizmetlerini aradığımda , turkcell",olumsuz
396,tam uykuya dalmışken gecenin bu vaktinde bana msj atıp uyandırdığınız için teşekkür ederim turkcell,olumsuz
397,ilk fırsatta ayrılmazsam namerdim turkcell,olumsuz
398,aylık o kadar fatura ödüyorum ama internette 1 sayfayı 5 dakikada açıyorum. nefret ediyorum senden turkcell!,olumsuz
399,"allah digiturk, ttnet ve turkcell'den birinin eline düşürmesin. en bela 3 kombo.",olumsuz
400,son haftaların en büyük fail'i turkcell'in push notificationu galiba.,olumsuz
401,olum avea yavas değil turkcell soyguncu :pp,olumsuz
402,"turkcell in kazıklama gücü, çekim gücünden daha yüksek.",olumsuz
403,turkcell kadar iğrenç bir operatör görmedim 2 saattir vınndan internet'e bağlanmıyor. bir daha sizi tercih edersem iki olsun!!!!,olumsuz
404,turkcell reklamı adama cinnet mi gecirtmeye niyetlisin,olumsuz
405,suan hergun full ceken evimde telefonum cekmiyo yil oldu 2015 malesef çağ teknoloji çağı hani sizin cekim gucu turkcell turkcellhizmet,olumsuz
406,turkcell ve samsung sinirlerimi zorluyor vodafone ve apple denemeye karar verdim.,olumsuz
407,turkcell türkceli bırakmamın en büyük sebebi bu fatura hiç gelmicek hiçbir zaman dedikleri gelmez,olumsuz
408,turkcell allah sizin belanızı versin inşallah batarsınız,olumsuz
409,bu saatte hat kapatılır mı ya abv turkcell,olumsuz
410,turkcell hatlarımız arama yapmıyor kurumsal ekranlara giremiyoruz!!!,olumsuz
411,turkcell4g pahalısın turkcell bey,olumsuz
412,3g çekmeyen yerde turkcell4g nasil çekecek turkcell turkcellhizmet? yalan reklam yapmayın,olumsuz
413,turkcell 3 g yi veremediniz. 4 g gelse ne olur. + tarifeler çok pahalı. bi çok arkadaşım diğer operatörlere geçiş yaptı ben de meyilliyim.,olumsuz
414,turkcell 2g3g ne yaptınızda birde 4g den bahsediyorsunuz kendinizle gurur duyun ancak reklam yaparsınız.,olumsuz
415,kanser! turkcell turkcellhizmet,olumsuz
416,"aga sen 4g'ye falan geçme, 1g'ye dön bence, yaptığın şov! turkcell turkcellhizmet",olumsuz
417,turkcell bırakın 4g yi de 3g çeksin önce başkent de internet çekmiyor nasıl iş se artık koskoca türkcel olacaksınız bide,olumsuz
418,para kazanmak uğruna çocukları zehirlemek? harikasın turkcell gnctrkcll (!),olumsuz
419,turkcell yaptılar gerekli incelemeyi!! ıstanbulun göbeğinde sorun var eğer sizin yeriniz varsa kiralayalım diye aptalca bir cevap verdiler,olumsuz
420,turkcell müşteri hizmetlerine bağlanana kadar türkiye ab'ye girecek diye çok korktum!!!!,olumsuz
421,turkcell sıkıntı var su an itibariyle,olumsuz
422,sabah 6.45 itibariyle senden kurtuluyorum turkcell. kendine kazıklayacak başka insanlar bul.,olumsuz
423,turkcell yine benim sabrımın sınırını zorluyor.,olumsuz
424,turkcell internetin cok yavas..,olumsuz
425,turkcell'in son reklam filmi; yapmacık ve çok itici turkcell,olumsuz
426,avea kullanıyorum ve çok mutluyum! turkcell'in kazığı afiyet olsun size aveakullanmıyoruz,olumsuz
427,turkcell canı sıkılınca bana 100 mb satıyor her seferinde bıktım,olumsuz
428,tcellplatinum turkcell yine mobil uygulamaniz patladi. tebrik ederim sizi bu kadar pahali olup bu kadar beceriksiz olabiliyorsunuz,olumsuz
429,bu turkcell artık siniri mi bozmaya basladı!! turkcel müzik nasıl hata verebilir ?,olumsuz
430,bu saat oldu turkcell için hala servis yok !!!! ne ileri teknoloji ama !,olumsuz
431,turkcell'den beklemezdim! hem ben türkiye'nin en iyi operatörüyüm de hem de elekrik kesintisinde bütün şebeken çöksün vay be,olumsuz
432,"zaten çanakkale'nin göbeğinde evde telefon zar zor çekiyodu, şimdi hiç çekmiyo, teşekkürler turkcell",olumsuz
433,turkcell kusura bakmayin ama elektrik gitti sebeke güm oldu. diger oparatorlerde niye bole sikinti yokdu ?,olumsuz
434,sen 4 g ye gecme sag salim çekte başka bişey istemez turkcell,olumsuz
435,siteniz çalışmıyor umarım farkındasınızdır turkcell,olumsuz
436,turkcell beş yıldır benden aldığı tl ler ile holding kurdu mu merakediyorum,olumsuz
437,turkcell turkcellhizmet globalbilgi sizin kadar kötü bir öperator yok milleti kandırmaktan başka hiç bir şey yapmıyosunuz,olumsuz
438,reklamlarınız ciddi bir sekilde itici bulan bir tek ben miyim? eğer bensem sorhn bende değilsem sorun? turkcell,olumsuz
439,"bugün turkcell,denizbank ve iett hakkında şikayette bulundum..umarım söylediklerim dikkate alınır..bugün çok agrasif birgün yaşadım. !",olumsuz
440,turkcell superonline gecenin bu saatinde aranırmı insan,olumsuz
441,turkcell bu ara kanserin yan anlamı,olumsuz
442,bu turkcell'in hizmeti berbat. reklamları double berbat. sırf şu reklamları yüzünden numaramı başka operatöre taşıyasım var.,olumsuz
443,evet arkadaşlar turkcell şuan çökmüş durumda.,olumsuz
444,turkcell'de 3 genel müdür yardımcısı görevinden ayrıldı,olumsuz
445,turkcell'de 3 istifa daha: ayrılanların sayısı 11'e çıktı,olumsuz
446,turkcell bile olmuş 3 kağıtçı sen nediyon abiii,olumsuz
447,turkcellhizmet müşteri hizmetleri telefona çıkma zahmetinde bulunmuyor. noluyo turkcell ?,olumsuz
448,su an turkcell cökmüs durumda sistemler devre disi hep,olumsuz
449,sende adam degilmişsin turkcell. şehir merkezinde internetin sürekli kopması nedir lan vicdansız.,olumsuz
450,birdaha turkcell mi? -asla.,olumsuz
451,size 20 yıldır dünyaları ödedim ama siz platinium üyenize 5 tl kazık atmak için uğraşıyorsunuz yazıklar olsun turkcell tcellplatinum,olumsuz
452,20 yıllık müşterinizi 40 tl için kaybediyorsunuz. turkcellhizmet turkcell tcellplatinum,olumsuz
453,anlaşamıyoruz turkcell.,olumsuz
454,"tam periscope fenomeni olacam, turkcell çekmiyor.",olumsuz
455,"turkcell ben ve cevrem dekiler sizin haksiz faturalarinizdan o kadar cok cekti ki, samimiyetinize ,kampanyalariniza inanmiyoruz...",olumsuz
456,turkcell daha rezil bir müşteri hizmeti yok 20 dk dir bekliyorum. anca ücret kesmesini biliyorsunuz.,olumsuz
457,kazıkçı turkcell'den halkçı vodafone'a geçmek istiyorum ama üşeniyorum :( vodafone vodafonetr,olumsuz
458,turkcell beni mağdur ediyor kaan bey kaan_terzioglu,olumsuz
459,superonlinetr almayın. cidden sakın almayın boyle bir hizmetsizlik başka yerde yok. ciddiyim pisman olursunuz.. turkcell superonline,olumsuz
460,turkcell niye cekmezsinnn,olumsuz
461,ukrayna krizi turkcell bilançosuna yaramadı…,olumsuz
462,turkcell'in abone ve kârı azaldı - siyaset cafe sharethis aracılığıyla,olumsuz
463,turkcell kârı resmen eridi,olumsuz
464,yönetim devlete geçince işler değişti: turkcell'de büyük kayıp...,olumsuz
465,turkcell’in net kârı yüzde 60 düştü,olumsuz
466,1024 mb ne demek çok kötüsün turkcell,olumsuz
467,"turkcell'den oldum olası memnun olamadım. aylarca 250 tl üstünde fatura ödedim, cihaz kampanyasından kredi pua...",olumsuz
468,ehadi bizede hizli internet ver neden yavas bu turkcell interneti avea dan geldim pek bir farki yok acikcasi o kadarda...,olumsuz
469,kotu reklam deyince ferhat gocer'li turkcell reklamini tek gecerim.kabus gibiydi resmen,olumsuz
470,turkcell seni hat diye aldıgım güne lanet olsun gerçekten !!,olumsuz
471,aveanin gözünü sevim ya. vodafon muş turkcell mış beş para etmez. eski hattimi kullanmaya devam.,olumsuz
472,fenerbahçe’den turkcell’e kınama,olumsuz
473,9 yıllık beraberliğimiz sonuna geldik turkcell al fiberini ... boykot turkcell superonlinetr turkcellhizmet iptal ettiriyorum hattımı,olumsuz
474,bugünden sonra turkcell düşünsün,olumsuz
475,"reklamlar da en hızlı internet bizde diye bağırıp, insanları kandırmayın. tarayıcı da anasayfa bile açılmıyor turkcell",olumsuz
476,tüketici hakları ihlalinde marka kurumlar: turkcell samsungturkiye samsung,olumsuz
477,turkcell asla türkcell kullanmam sözleşmenin bitmesine 1 ay kaldı istediğiniz kadar şişirin faturayı haram olsun fazladan aldıklarınız,olumsuz
478,"turkcell bu nasıl bi fiyat politikası, nasıl bir soygun?!!!",olumsuz
479,turkcellhizmet turkcell gnctrkcll uğraşmak zor geliyor diye 1 saatir 10 tane adamınızla konuştum! hizmet alamayacaksak niye para ödüyoruz,olumsuz
